firstName,lastName,phone,email,companyName,address1,city,state,postalCode,website,tags,source,customField.lead_score,customField.vertical,customField.review_count,customField.rating,customField.score_reasons,customField.google_maps_url
Elevate,Medical Spa,(615) 425-6340,,Elevate Medical Spa,"6110 Robertson Ave #102, Nashville, TN 37209",Nashville,Tennessee,37209,https://www.elevatemedispa.com/,"lead-gen,med spa,score-80",apify-lead-gen,80,med spa,70,5,Has website — check for automation gaps; Growing business (70 reviews) — prime for automation; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Elevate%20Medical%20Spa&query_place_id=ChIJ0XXVck5hZIgRxq70dkYadOg
The,Natural Look MedSpa,(615) 321-5005,,The Natural Look MedSpa,"1916 Patterson St #100, Nashville, TN 37203",Nashville,Tennessee,37203,http://www.thenaturallook.net/,"lead-gen,med spa,score-80",apify-lead-gen,80,med spa,68,5,Has website — check for automation gaps; Growing business (68 reviews) — prime for automation; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=The%20Natural%20Look%20MedSpa&query_place_id=ChIJrTZcAsBmZIgRImnYJL62F4o
The,Mercedes of Botox,(615) 351-7042,,The Mercedes of Botox,,,,,https://www.themercedesofbotox.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7018031048466201773,"lead-gen,med spa,score-80",apify-lead-gen,80,med spa,50,5,Has website — check for automation gaps; Growing business (50 reviews) — prime for automation; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=The%20Mercedes%20of%20Botox&query_place_id=ChIJ30WRfTtjQ6ER3sscUO5ITcw
Raptor,Roofing,(615) 957-3000,,Raptor Roofing,,,,,https://raptorroofingtn.com/,"lead-gen,roofing contractor,score-80",apify-lead-gen,80,roofing contractor,6,5,Has website — check for automation gaps; Low reviews (6) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=Raptor%20Roofing&query_place_id=ChIJLVlVfNfZEqURwCvImUtmunc
Nashville,Outdoor Structures,(615) 767-1957,,Nashville Outdoor Structures,"6800 Clarksville Pike, Joelton, TN 37080",Joelton,Tennessee,37080,https://www.nashvilleoutdoorstructures.com/,"lead-gen,roofing contractor,score-80",apify-lead-gen,80,roofing contractor,8,5,Has website — check for automation gaps; Low reviews (8) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=Nashville%20Outdoor%20Structures&query_place_id=ChIJF7868OQtbEgRloAS3w4Aix8
Davet,"Roofing, Inc.",(615) 889-2224,,"Davet Roofing, Inc.","3331 Lebanon Pike, Hermitage, TN 37076",Hermitage,Tennessee,37076,http://www.davetroofing.com/,"lead-gen,roofing contractor,score-80",apify-lead-gen,80,roofing contractor,17,4.8,Has website — check for automation gaps; Low reviews (17) — needs review automation; High rating (4.8) but few reviews — quality business under-marketed; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=Davet%20Roofing%2C%20Inc.&query_place_id=ChIJX5UZ9mJpZIgR9HHBVTlV0pw
Big,Top Roofing and Construction Pros,(844) 674-5030,,Big Top Roofing and Construction Pros,,,,,https://bigtoprcp.com/?utm_source=omg-gbp&utm_medium=webclick,"lead-gen,roofing contractor,score-80",apify-lead-gen,80,roofing contractor,8,5,Has website — check for automation gaps; Low reviews (8) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=Big%20Top%20Roofing%20and%20Construction%20Pros&query_place_id=ChIJI3MT-v-dc08RoHvX3p5nJgY
J,& J Auto Care,(615) 865-2200,,J & J Auto Care,"510 Gallatin Pike N, Madison, TN 37115",Madison,Tennessee,37115,,"lead-gen,auto repair shop,score-80",apify-lead-gen,80,auto repair shop,341,4.8,No website — needs full digital presence; Dominant (341 reviews) — may already have systems,https://www.google.com/maps/search/?api=1&query=J%20%26%20J%20Auto%20Care&query_place_id=ChIJ8XjTvARDZIgR86rrG84kyc4
Brown's,Automotive,(615) 227-7666,,Brown's Automotive,"3214 Gallatin Pike, Nashville, TN 37216",Nashville,Tennessee,37216,,"lead-gen,auto repair shop,score-80",apify-lead-gen,80,auto repair shop,380,4.6,No website — needs full digital presence; Dominant (380 reviews) — may already have systems,https://www.google.com/maps/search/?api=1&query=Brown's%20Automotive&query_place_id=ChIJV_l3teVnZIgR5oCHy5e29y0
In,N Out Automotive,(615) 589-7300,,In N Out Automotive,"4012 Gallatin Pike, Nashville, TN 37216",Nashville,Tennessee,37216,,"lead-gen,auto repair shop,score-80",apify-lead-gen,80,auto repair shop,335,4.9,No website — needs full digital presence; Dominant (335 reviews) — may already have systems,https://www.google.com/maps/search/?api=1&query=In%20N%20Out%20Automotive&query_place_id=ChIJP9kVGj9DZIgR6MA4bEv32jc
The,Sapphire Group Real Estate,(615) 551-0818,,The Sapphire Group Real Estate,"935 E Trinity Ln, Nashville, TN 37207",Nashville,Tennessee,37207,http://sapphiregroupnashville.com/,"lead-gen,real estate agent,score-80",apify-lead-gen,80,real estate agent,19,4.9,Has website — check for automation gaps; Low reviews (19) — needs review automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (real estate agent): +5,https://www.google.com/maps/search/?api=1&query=The%20Sapphire%20Group%20Real%20Estate&query_place_id=ChIJkYRdwJLZZIgRxNXS1EMWimc
MW,Real Estate Co,(615) 257-6300,,MW Real Estate Co,"1305 Dickerson Pike, Nashville, TN 37207",Nashville,Tennessee,37207,https://www.mwrealestateco.com/,"lead-gen,real estate agent,score-80",apify-lead-gen,80,real estate agent,5,5,Has website — check for automation gaps; Low reviews (5) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (real estate agent): +5,https://www.google.com/maps/search/?api=1&query=MW%20Real%20Estate%20Co&query_place_id=ChIJsdBJK6NnZIgR0sjyt5cjVNk
EXIT,Real Estate Experts,(615) 894-7070,,EXIT Real Estate Experts,"1903 Old Hickory Blvd, Old Hickory, TN 37138",Old Hickory,Tennessee,37138,http://exitrealestateexperts.com/,"lead-gen,real estate agent,score-80",apify-lead-gen,80,real estate agent,12,5,Has website — check for automation gaps; Low reviews (12) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (real estate agent): +5,https://www.google.com/maps/search/?api=1&query=EXIT%20Real%20Estate%20Experts&query_place_id=ChIJUeFFYxhBZIgRrt6WUVCDP3M
Emberton,House Call Veterinary Clinic,(615) 327-5011,,Emberton House Call Veterinary Clinic,"814 Berwick Trail #102, Madison, TN 37115",Madison,Tennessee,37115,http://www.embertonvet.com/,"lead-gen,veterinarian,score-80",apify-lead-gen,80,veterinarian,32,4.8,Has website — check for automation gaps; Growing business (32 reviews) — prime for automation; High rating (4.8) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Emberton%20House%20Call%20Veterinary%20Clinic&query_place_id=ChIJXWTJcFlCZIgRRjOvtlqVZVk
Family,And Friends Veterinary Care,(615) 357-0289,,Family And Friends Veterinary Care,"3838 Old Hickory Blvd STE B, Old Hickory, TN 37138",Old Hickory,Tennessee,37138,https://rymap.org/business/family-and-friends-veterinary-care-jvr8dv,"lead-gen,veterinarian,score-80",apify-lead-gen,80,veterinarian,31,4.8,Has website — check for automation gaps; Growing business (31 reviews) — prime for automation; High rating (4.8) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Family%20And%20Friends%20Veterinary%20Care&query_place_id=ChIJv6Le_vhBZIgR2Sb10YGPZpM
Ethics,Electric,(615) 579-1843,,Ethics Electric,"1031 Bradford Pl, Joelton, TN 37080",Joelton,Tennessee,37080,https://ethicselectric.com/contact-us,"lead-gen,electrician,score-80",apify-lead-gen,80,electrician,11,5,Has website — check for automation gaps; Low reviews (11) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Ethics%20Electric&query_place_id=ChIJs_1xw0ZcZIgRQpmqadY-SVQ
Extreme,"Electric, Inc.",(615) 612-7701,,"Extreme Electric, Inc.","1004 Louisville Highway, Goodlettsville, TN 37072",Goodlettsville,Tennessee,37072,http://www.extremeelectric.com/,"lead-gen,electrician,score-80",apify-lead-gen,80,electrician,19,4.6,Has website — check for automation gaps; Low reviews (19) — needs review automation; High rating (4.6) but few reviews — quality business under-marketed; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Extreme%20Electric%2C%20Inc.&query_place_id=ChIJTUN7G5hDZIgRqdo1OrLZFr8
Yallselectrical,,(615) 336-5102,,Yallselectrical,"537 Amquiwood Ct, Madison, TN 37115",Madison,Tennessee,37115,http://yallselectrical.net/,"lead-gen,electrician,score-80",apify-lead-gen,80,electrician,15,4.7,Has website — check for automation gaps; Low reviews (15) — needs review automation; High rating (4.7) but few reviews — quality business under-marketed; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Yallselectrical&query_place_id=ChIJRbmmBamr7WURWwe3dPb8uWA
Anchor,"Electric, Inc",(615) 860-3923,,"Anchor Electric, Inc","633 E Old Hickory Blvd, Madison, TN 37115",Madison,Tennessee,37115,http://www.anchorelectric.biz/,"lead-gen,electrician,score-80",apify-lead-gen,80,electrician,16,5,Has website — check for automation gaps; Low reviews (16) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Anchor%20Electric%2C%20Inc&query_place_id=ChIJEeDTB6tDZIgRiZGdfgsnLeo
Rains,Electric Co,(615) 865-6869,,Rains Electric Co,"212 Williams Ave, Madison, TN 37115",Madison,Tennessee,37115,http://www.rainselectric.com/?utm_source=GMB&utm_medium=organic,"lead-gen,electrician,score-80",apify-lead-gen,80,electrician,15,4.5,Has website — check for automation gaps; Low reviews (15) — needs review automation; High rating (4.5) but few reviews — quality business under-marketed; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Rains%20Electric%20Co&query_place_id=ChIJ1aR_coRnZIgRlR5YcnV2fq4
Nashville,Outdoor Structures,(615) 767-1957,,Nashville Outdoor Structures,"6800 Clarksville Pike, Joelton, TN 37080",Joelton,Tennessee,37080,https://www.nashvilleoutdoorstructures.com/,"lead-gen,general contractor,score-80",apify-lead-gen,80,general contractor,8,5,Has website — check for automation gaps; Low reviews (8) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=Nashville%20Outdoor%20Structures&query_place_id=ChIJF7868OQtbEgRloAS3w4Aix8
Aaron,Asphalt,(615) 582-6464,,Aaron Asphalt,"6597 Clarksville Pike, Joelton, TN 37080",Joelton,Tennessee,37080,http://aaronasphalt.com/,"lead-gen,general contractor,score-80",apify-lead-gen,80,general contractor,4,5,Has website — check for automation gaps; Low reviews (4) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=Aaron%20Asphalt&query_place_id=ChIJBdCNV4D1ZIgROuZAoX8OjL4
Livinon,Mechanical,(737) 308-0506,,Livinon Mechanical,"9601 Dessau Rd Suite 103, Austin, TX 78754",Austin,Texas,78754,https://www.livinonmechanical.com/,"lead-gen,HVAC contractor,score-80",apify-lead-gen,80,HVAC contractor,34,4.6,Has website — check for automation gaps; Growing business (34 reviews) — prime for automation; High rating (4.6) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Livinon%20Mechanical&query_place_id=ChIJVZg6vunJRIYRp3QmNi3ka8U
Comfort,Solutions Service,(512) 219-1822,,Comfort Solutions Service,"12307 Roxie Dr #219, Austin, TX 78729",Austin,Texas,78729,http://www.cssaustin.com/austin-air-conditioning-services/,"lead-gen,HVAC contractor,score-80",apify-lead-gen,80,HVAC contractor,22,4.6,Has website — check for automation gaps; Growing business (22 reviews) — prime for automation; High rating (4.6) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Comfort%20Solutions%20Service&query_place_id=ChIJ_TI7BzLNRIYRRZLA3059z7A
Biggs,"Plumbing Co., Inc.",(512) 837-5955,,"Biggs Plumbing Co., Inc.","1615 Dungan Ln, Austin, TX 78754",Austin,Texas,78754,http://www.biggsplumbing.com/,"lead-gen,plumber,score-80",apify-lead-gen,80,plumber,22,4.9,Has website — check for automation gaps; Growing business (22 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Biggs%20Plumbing%20Co.%2C%20Inc.&query_place_id=ChIJr_qqOQrJRIYRPj_QSpUY9KY
Plumber,Anderson Mill,(512) 620-8373,,Plumber Anderson Mill,"11515 Powder Mill Trail, Austin, TX 78750",Austin,Texas,78750,https://thecharlotteplumber.net/?utm_source=google&utm_medium=organic&utm_campaign=GMB,"lead-gen,plumber,score-80",apify-lead-gen,80,plumber,49,4.8,Has website — check for automation gaps; Growing business (49 reviews) — prime for automation; High rating (4.8) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Plumber%20Anderson%20Mill&query_place_id=ChIJMXTRLHIzW4YRQlrZ0BY23s0
Infinity,Plumbing Solutions,(512) 791-8988,,Infinity Plumbing Solutions,,,,,http://infinityplumbingsolutions.com/,"lead-gen,plumber,score-80",apify-lead-gen,80,plumber,31,5,Has website — check for automation gaps; Growing business (31 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Infinity%20Plumbing%20Solutions&query_place_id=ChIJ7XHyON6SXWMRIZEmUP0tOqk
Law,Offices Of RRK - Robert R. Kiesling,(512) 436-2779,,Law Offices Of RRK - Robert R. Kiesling,"13785 N. Hwy 183, 13785 Research Blvd, Austin, TX 78750",Austin,TX,78750,http://rrklawoffice.com/,"lead-gen,personal injury lawyer,score-80",apify-lead-gen,80,personal injury lawyer,59,4.8,Has website — check for automation gaps; Growing business (59 reviews) — prime for automation; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=Law%20Offices%20Of%20RRK%20-%20Robert%20R.%20Kiesling&query_place_id=ChIJZ27XanzY-4YR95KfbIpz_nE
LGR,Law Firm - Austin Office,(512) 800-8000,,LGR Law Firm - Austin Office,"11940 Jollyville Rd suite 220 s, Austin, TX 78759",Austin,Texas,78759,https://www.lgrlawfirm.com/?utm_source=google&utm_medium=organic&utm_campaign=austin_gmb&utm_content=main_website,"lead-gen,personal injury lawyer,score-80",apify-lead-gen,80,personal injury lawyer,95,4.8,Has website — check for automation gaps; Growing business (95 reviews) — prime for automation; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=LGR%20Law%20Firm%20-%20Austin%20Office&query_place_id=ChIJQ9xsCu_MRIYReJjs6tLBk70
McKinney,Vos PLLC,(512) 457-8991,,McKinney Vos PLLC,"9600 Great Hills Trl Suite 150W, Austin, TX 78759",Austin,Texas,78759,https://www.mckinneyvos.com/,"lead-gen,personal injury lawyer,score-80",apify-lead-gen,80,personal injury lawyer,72,5,Has website — check for automation gaps; Growing business (72 reviews) — prime for automation; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=McKinney%20Vos%20PLLC&query_place_id=ChIJx4MOhS3NRIYROHPmSkek_hc
Byrd,"Davis Alden & Henrichson, LLP",(512) 607-9983,,"Byrd Davis Alden & Henrichson, LLP","8911 N Capital of Texas Hwy Ste 3150, Austin, TX 78759",Austin,Texas,78759,https://byrddavis.com/?utm_campaign=gmb,"lead-gen,personal injury lawyer,score-80",apify-lead-gen,80,personal injury lawyer,94,5,Has website — check for automation gaps; Growing business (94 reviews) — prime for automation; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=Byrd%20Davis%20Alden%20%26%20Henrichson%2C%20LLP&query_place_id=ChIJn6q5eYDKRIYRWAm6yOAna24
Sneed,& Mitchell LLP - Trucking Accident & Wrongful Death Lawyers®,(512) 253-4440,,Sneed & Mitchell LLP - Trucking Accident & Wrongful Death Lawyers®,"5540 N Lamar Blvd Suite #46, Austin, TX 78756",Austin,Texas,78756,https://www.sneedmitchell.com/,"lead-gen,personal injury lawyer,score-80",apify-lead-gen,80,personal injury lawyer,81,5,Has website — check for automation gaps; Growing business (81 reviews) — prime for automation; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=Sneed%20%26%20Mitchell%20LLP%20-%20Trucking%20Accident%20%26%20Wrongful%20Death%20Lawyers%C2%AE&query_place_id=ChIJ4fucwiTLRIYRRBI8X0MOx-0
Dang,Aesthetics,(512) 940-4997,,Dang Aesthetics,"14010 US-183, Austin, TX 78717",Austin,Texas,78717,http://www.dangaesthetics.com/,"lead-gen,med spa,score-80",apify-lead-gen,80,med spa,71,4.8,Has website — check for automation gaps; Growing business (71 reviews) — prime for automation; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Dang%20Aesthetics&query_place_id=ChIJhT30MkEzW4YRjk1uW2Z7Qxc
SG,Essentials Med Spa,(512) 596-7477,,SG Essentials Med Spa,"1321B Rutland Dr, Austin, TX 78758",Austin,Texas,78758,https://www.saryessentialsmedspa.com/,"lead-gen,med spa,score-80",apify-lead-gen,80,med spa,76,4.7,Has website — check for automation gaps; Growing business (76 reviews) — prime for automation; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=SG%20Essentials%20Med%20Spa&query_place_id=ChIJgVzEft3LRIYRbEJKmmq-AZM
Austin,Cosmetic Medspa,(737) 312-3221,,Austin Cosmetic Medspa,"2905 San Gabriel St #203, Austin, TX 78705",Austin,Texas,78705,https://www.austinplasticandreconstructivesurgery.com/skincare-non-surgical/skincare/,"lead-gen,med spa,score-80",apify-lead-gen,80,med spa,89,5,Has website — check for automation gaps; Growing business (89 reviews) — prime for automation; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Austin%20Cosmetic%20Medspa&query_place_id=ChIJ5Takym61RIYRm1ki1BkYjTQ
Alchemy,Wellness Med Spa,(512) 561-0971,,Alchemy Wellness Med Spa,"3405 Glenview Ave, Austin, TX 78703",Austin,Texas,78703,https://www.alchemywellnessatx.com/,"lead-gen,med spa,score-80",apify-lead-gen,80,med spa,71,5,Has website — check for automation gaps; Growing business (71 reviews) — prime for automation; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Alchemy%20Wellness%20Med%20Spa&query_place_id=ChIJub8d8S7LRIYRyYdyHCmWDHE
Simple,Radiance Medspa,(512) 433-6308,,Simple Radiance Medspa,"5758 Balcones Dr UNIT 104, Austin, TX 78731",Austin,Texas,78731,https://simpleradianceaustin.com/,"lead-gen,med spa,score-80",apify-lead-gen,80,med spa,54,4.7,Has website — check for automation gaps; Growing business (54 reviews) — prime for automation; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Simple%20Radiance%20Medspa&query_place_id=ChIJWTt0luPKRIYRXqSG5eq-Tew
austin,auto doctor,(512) 502-4698,,austin auto doctor,"1605 Dungan Ln, Austin, TX 78754",Austin,Texas,78754,http://austinautodoctors.com/,"lead-gen,auto repair shop,score-80",apify-lead-gen,80,auto repair shop,33,4.5,Has website — check for automation gaps; Growing business (33 reviews) — prime for automation; High rating (4.5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=austin%20auto%20doctor&query_place_id=ChIJ6baSsgnJRIYR3MWh14U7I_8
DLX,Realty Group,(512) 309-5145,,DLX Realty Group,,,,,https://dlxrealtygroup.com/,"lead-gen,real estate agent,score-80",apify-lead-gen,80,real estate agent,16,5,Has website — check for automation gaps; Low reviews (16) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (real estate agent): +5,https://www.google.com/maps/search/?api=1&query=DLX%20Realty%20Group&query_place_id=ChIJgwarW99-lQ4R7Ep47g3eYUA
Austin,Homes Team // Independent Real Estate Brokerage,(512) 743-7885,,Austin Homes Team // Independent Real Estate Brokerage,"7402 Pantherpaw St, Austin, TX 78757",Austin,Texas,78757,https://austin-homes-team.com/,"lead-gen,real estate agent,score-80",apify-lead-gen,80,real estate agent,8,5,Has website — check for automation gaps; Low reviews (8) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (real estate agent): +5,https://www.google.com/maps/search/?api=1&query=Austin%20Homes%20Team%20%2F%2F%20Independent%20Real%20Estate%20Brokerage&query_place_id=ChIJdah08ci1RIYRR4mX9snQV-A
JMEG,Electrical Contractors,(512) 873-0022,,JMEG Electrical Contractors,"8403 Cross Park Dr #2d, Austin, TX 78754",Austin,Texas,78754,http://www.jmeg.us/,"lead-gen,electrician,score-80",apify-lead-gen,80,electrician,12,4.6,Has website — check for automation gaps; Low reviews (12) — needs review automation; High rating (4.6) but few reviews — quality business under-marketed; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=JMEG%20Electrical%20Contractors&query_place_id=ChIJ1998lqLJRIYRZZojz8T8fFY
Global,Electric Services Inc,(512) 873-9416,,Global Electric Services Inc,"912 Prairie Trail, Austin, TX 78758",Austin,Texas,78758,http://www.globalelectricservices.com/,"lead-gen,electrician,score-80",apify-lead-gen,80,electrician,15,4.7,Has website — check for automation gaps; Low reviews (15) — needs review automation; High rating (4.7) but few reviews — quality business under-marketed; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Global%20Electric%20Services%20Inc&query_place_id=ChIJlW4WR1rJRIYRdY2ZweczR1A
Neely,Electrical Services Co,(512) 335-7682,,Neely Electrical Services Co,"12505 Gristmill Cove, Austin, TX 78750",Austin,Texas,78750,https://www.neelyelectric.com/,"lead-gen,electrician,score-80",apify-lead-gen,80,electrician,5,5,Has website — check for automation gaps; Low reviews (5) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Neely%20Electrical%20Services%20Co&query_place_id=ChIJHbPGd4YtW4YRPy5az0XolBI
Marks,Builders,(512) 999-8630,,Marks Builders,"Box 170578, Austin, TX 78717",Austin,TX,78717,https://marksbuilders.com/,"lead-gen,general contractor,score-80",apify-lead-gen,80,general contractor,6,5,Has website — check for automation gaps; Low reviews (6) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=Marks%20Builders&query_place_id=ChIJk1iQCKwtW4YRo6hppMYREKc
Skygrade,Concrete,(737) 309-9840,,Skygrade Concrete,"13809 Research Blvd Suite 500, Austin, TX 78750",Austin,Texas,78750,https://skygradeconcrete.com/,"lead-gen,general contractor,score-80",apify-lead-gen,80,general contractor,12,4.8,Has website — check for automation gaps; Low reviews (12) — needs review automation; High rating (4.8) but few reviews — quality business under-marketed; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=Skygrade%20Concrete&query_place_id=ChIJtdVuU8xG_6cROw0tTTv-LlQ
Miller,Mechanical || Heating and Cooling,(704) 312-2733,,Miller Mechanical || Heating and Cooling,,,,,https://millermechanicalair.com/,"lead-gen,HVAC contractor,score-80",apify-lead-gen,80,HVAC contractor,42,4.9,Has website — check for automation gaps; Growing business (42 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Miller%20Mechanical%20%7C%7C%20Heating%20and%20Cooling&query_place_id=ChIJDftWIoQZVIgRAYdDeJnrM_c
Gary's,Plumbing Service,(803) 431-3356,,Gary's Plumbing Service,,,,,http://garysplbgsvc.com/,"lead-gen,plumber,score-80",apify-lead-gen,80,plumber,27,5,Has website — check for automation gaps; Growing business (27 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Gary's%20Plumbing%20Service&query_place_id=ChIJd5eYm1yFVogRkwiW8SZckRQ
Edwards,Injury Law,(980) 478-8152,,Edwards Injury Law,"226 Baldwin Ave, Charlotte, NC 28204",Charlotte,North Carolina,28204,https://edwardsinjury.com/?utm_campaign=gmb,"lead-gen,personal injury lawyer,score-80",apify-lead-gen,80,personal injury lawyer,80,5,Has website — check for automation gaps; Growing business (80 reviews) — prime for automation; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=Edwards%20Injury%20Law&query_place_id=ChIJSytME3GfVogRJQ2XPC4uNMw
Mehta,"& McConnell, PLLC",(980) 399-5638,,"Mehta & McConnell, PLLC","2201 South Blvd #410, Charlotte, NC 28203",Charlotte,North Carolina,28203,https://mehtamcconnell.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"lead-gen,personal injury lawyer,score-80",apify-lead-gen,80,personal injury lawyer,98,5,Has website — check for automation gaps; Growing business (98 reviews) — prime for automation; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=Mehta%20%26%20McConnell%2C%20PLLC&query_place_id=ChIJo1kt_IWhVogR4-TWrOG-EZI
Azura,Medical Spa,(980) 297-7733,,Azura Medical Spa,"2540 W Arrowood Rd STE 100, Charlotte, NC 28273",Charlotte,North Carolina,28273,http://www.azuramedicalspa.com/,"lead-gen,med spa,score-80",apify-lead-gen,80,med spa,98,4.7,Has website — check for automation gaps; Growing business (98 reviews) — prime for automation; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Azura%20Medical%20Spa&query_place_id=ChIJ7dxU0NebVogRS71wFOL3Azk
Prestige,Med Spa and Wellness Center,(980) 237-4630,,Prestige Med Spa and Wellness Center,"2136 Ayrsley Town Blvd Suite A, Charlotte, NC 28273",Charlotte,North Carolina,28273,https://prestigemedicalspacharlotte.com/,"lead-gen,med spa,score-80",apify-lead-gen,80,med spa,89,4.7,Has website — check for automation gaps; Growing business (89 reviews) — prime for automation; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Prestige%20Med%20Spa%20and%20Wellness%20Center&query_place_id=ChIJTXpVE6GbVogRKVVGAylsmyQ
FANOUS,MEDSPA - Charlotte,(980) 414-0591,,FANOUS MEDSPA - Charlotte,"10926 S Tryon St suite d, Charlotte, NC 28273",Charlotte,North Carolina,28273,https://www.fanousmedspa.com/,"lead-gen,med spa,score-80",apify-lead-gen,80,med spa,52,5,Has website — check for automation gaps; Growing business (52 reviews) — prime for automation; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=FANOUS%20MEDSPA%20-%20Charlotte&query_place_id=ChIJKfqbAr2bVogRFgI0t75soUg
Jon,'Ric Medical Spa and Wellness Center,(704) 665-0058,,Jon 'Ric Medical Spa and Wellness Center,"1600 E Woodlawn Rd #360, Charlotte, NC 28209",Charlotte,North Carolina,28209,https://jonriccharlottemedicalspa.com/,"lead-gen,med spa,score-80",apify-lead-gen,80,med spa,94,5,Has website — check for automation gaps; Growing business (94 reviews) — prime for automation; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Jon%20'Ric%20Medical%20Spa%20and%20Wellness%20Center&query_place_id=ChIJt5dGc1SeVogR4yWTPf98-Ic
Genevieve,& Co.,(704) 270-8537,,Genevieve & Co.,"1315 East Blvd #150, Charlotte, NC 28203",Charlotte,North Carolina,28203,https://www.medspaclt.com/,"lead-gen,med spa,score-80",apify-lead-gen,80,med spa,90,5,Has website — check for automation gaps; Growing business (90 reviews) — prime for automation; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Genevieve%20%26%20Co.&query_place_id=ChIJC3RkOimfVogRJYuqLv3k-JU
